,filename,class
1852,E:\TFG\model_src\dataset\3\272459433421400667885636787890346518193_388nu5.png,0
1853,E:\TFG\model_src\dataset\2\45693748302298021244189902294531737967_2_6cag67.png,2
1854,H:\TFG\data\32\216840111366964012558082906712010060094531984_03-154-132.png,1
1855,E:\TFG\model_src\dataset\3\40514533674205722925257302107694152257_pimxc4.png,0
1856,E:\TFG\model_src\dataset\2\10044445668771902915708323759364597673_ad5io4.png,2
1857,H:\TFG\data\32\216840111366964012558082906712010083092822486_03-154-029.png,1
1858,E:\TFG\model_src\dataset\3\229461935097464036516143252143387886718_3_9kouhe.png,0
1859,E:\TFG\model_src\dataset\2\54485197949152314771384954982979838111_79h8i2.png,2
1860,H:\TFG\data\32\216840111366964012558082906712009344121623140_03-199-093.png,1
1861,E:\TFG\model_src\dataset\3\248118788714450914613002725872460066285_y584ye.png,0
1862,E:\TFG\model_src\dataset\2\76657221790684576829951638289522351329_5g4cmh.png,2
1863,H:\TFG\data\33\216840111366964012558082906712009334123125456_03-152-099.png,1
1864,E:\TFG\model_src\dataset\3\118255007845337871764414142535315889059_jc4ofk.png,0
1865,E:\TFG\model_src\dataset\2\245953056078032296100585176187105844427_mjsfsb.png,2
1866,H:\TFG\data\33\216840111366964012558082906712010055094132546_03-164-148.png,1
1867,E:\TFG\model_src\dataset\3\248844220359837664950548676577676027884_dm8jkt.png,0
1868,E:\TFG\model_src\dataset\2\143235156216316666211386160523836265327_zta6ec.png,2
1869,H:\TFG\data\33\216840111366964012768025509942010196100315414_03-133-170.png,1
1870,E:\TFG\model_src\dataset\3\305265303548195440770037620659620516220_f5hzyk.png,0
1871,E:\TFG\model_src\dataset\2\149975346605834934826153633038331564739_hgcgxj.png,2
1872,H:\TFG\data\33\216840111366964012558082906712010103115456286_03-179-034.png,1
1873,E:\TFG\model_src\dataset\3\105149241084163531654097774373464453478_fr4vl4.png,0
1874,E:\TFG\model_src\dataset\2\162000985183980172112933863336996514689_e9bcqq.png,2
1875,H:\TFG\data\33\216840111366964012558082906712010124091251331_03-148-032.png,1
1876,E:\TFG\model_src\dataset\3\136953751762673638287152857184849284614_favklo.png,0
1877,E:\TFG\model_src\dataset\2\2008837249800982630653687309896616305_rhzvwm.png,2
1878,H:\TFG\data\33\216840111366964012734950068292010144122120771_03-148-189.png,1
1879,E:\TFG\model_src\dataset\3\147241252112515329588729154923308022345_zyac8d.png,0
1880,E:\TFG\model_src\dataset\2\210026626392005137465914862498255958334_kfk41i.png,2
1881,H:\TFG\data\33\216840111366964012558082906712010130101852749_03-148-199.png,1
1882,E:\TFG\model_src\dataset\3\5863491815054538255398416723972624120_r1s7hq.png,0
1883,E:\TFG\model_src\dataset\2\21329918107277069171108753782670017050_2_6foyt8.png,2
1884,H:\TFG\data\33\216840111366964012734950068292010130112708924_03-148-188.png,1
1885,E:\TFG\model_src\dataset\3\158673524916957650701065785461921975557_js4hjr.png,0
1886,E:\TFG\model_src\dataset\2\21329918107277069171108753782670017050_nco7ok.png,2
1887,H:\TFG\data\33\216840111366964012558082906712010119120712981_03-148-048.png,1
1888,E:\TFG\model_src\dataset\3\129472500752603290169293924671372107166_pthm32.png,0
1889,E:\TFG\model_src\dataset\2\229358929790010719628824398049110935274_qzhdx2.png,2
1890,H:\TFG\data\33\216840111366964012819207061112010294113608126_03-193-107.png,1
1891,E:\TFG\model_src\dataset\3\182576575293508675917944899769076172758_im80cz.png,0
1892,E:\TFG\model_src\dataset\2\53503396942966870531588168037430865541_bmon0y.png,2
1893,H:\TFG\data\33\216840111366964012819207061112010287122624872_03-193-071.png,1
1894,E:\TFG\model_src\dataset\3\124269801238738303347907641129663633863_f2v640.png,0
1895,E:\TFG\model_src\dataset\2\303663042551616965153235915589171212059_c1oaa9.png,2
1896,H:\TFG\data\33\12752243479320241275403_03-193-035.png,1
1897,E:\TFG\model_src\dataset\3\100640384508558964776507219895956147931_71e4k0.png,0
1898,E:\TFG\model_src\dataset\2\133695127390688490239045079702031692975_6qz5q5.png,2
1899,H:\TFG\data\33\216840111366964012768025509942010187143310085_03-193-065.png,1
1900,E:\TFG\model_src\dataset\3\32710699006430506131704854694225567821_g7hpt6.png,0
1901,E:\TFG\model_src\dataset\2\7966430173700396571349216141587146716_7oflk2.png,2
1902,H:\TFG\data\33\216840111366964012922382741642010361082456783_03-194-107.png,1
1903,E:\TFG\model_src\dataset\3\121140693457003171437553580409050931409_x9eibm.png,0
1904,E:\TFG\model_src\dataset\2\302536880601816706214588436862664831737_jbfdcl.png,2
1905,H:\TFG\data\33\216840111366964012922382741642010350100517293_03-194-083.png,1
1906,E:\TFG\model_src\dataset\3\181145651120271148855467569307611923672_zsv0qf.png,0
1907,E:\TFG\model_src\dataset\2\117054161751516595776612260533977102676_5hh50r.png,2
1908,H:\TFG\data\33\216840111366964012558082906712010064101905806_03-161-031.png,1
1909,E:\TFG\model_src\dataset\3\102967380388252866692187487674560718567_b9x5j7.png,0
1910,E:\TFG\model_src\dataset\2\165379375826069800129654730972078129185_8uk698.png,2
1911,H:\TFG\data\33\216840111366964012558082906712010061121952340_03-161-057.png,1
1912,E:\TFG\model_src\dataset\3\121894092783383388424047323915359108231_jt87a4.png,0
1913,E:\TFG\model_src\dataset\2\325164322016612295040208415099913503835_djqek1.png,2
1914,H:\TFG\data\33\216840111366964012558082906712010062120252830_03-161-044.png,1
1915,E:\TFG\model_src\dataset\3\86631996063047247121306103092643239915_mbdpx1.png,0
1916,E:\TFG\model_src\dataset\2\143321537833511618096695349658598894805_xtox7a.png,2
1917,H:\TFG\data\33\216840111366964012558082906712010063083651455_03-161-029.png,1
1918,E:\TFG\model_src\dataset\3\302177591772542729850823161354962976643_68ytsd.png,0
1919,E:\TFG\model_src\dataset\2\171524961505930547789212981517674770018_83buxe.png,2
1920,H:\TFG\data\33\216840111366964012558082906712010061115849920_03-161-048.png,1
1921,E:\TFG\model_src\dataset\3\273413606401950416778993749760091635193_2_8gheiv.png,0
1922,E:\TFG\model_src\dataset\2\238584241360572097972577680859709132247_89rlen.png,2
1923,H:\TFG\data\33\216840111366964012373310883942009128111921440_03-157-068.png,1
1924,E:\TFG\model_src\dataset\3\294800376217775838071783499769812564949_rnwp0a.png,0
1925,E:\TFG\model_src\dataset\2\222752581323484974837568627870388026088_2_ne4vtp.png,2
1926,H:\TFG\data\33\12752243479320241209739_03-138-086.png,1
1927,E:\TFG\model_src\dataset\3\125506122016497270251655524975200696224_mcrazs.png,0
1928,E:\TFG\model_src\dataset\2\89170759174481561190231021705111840271_2_pe6xly.png,2
1929,H:\TFG\data\33\216840111366964012734950068292010165140006570_03-138-189.png,1
1930,E:\TFG\model_src\dataset\3\118057258383507490336007172674400154526_dhx108.png,0
1931,E:\TFG\model_src\dataset\2\136282952375933823842782707106851583512_u25695.png,2
1932,H:\TFG\data\33\216840111366964012819207061112010251082804960_03-125-150.png,1
1933,E:\TFG\model_src\dataset\3\176685396187238323908943688391431874844_2_ol79qv.png,0
1934,E:\TFG\model_src\dataset\2\85640580410299370084864894726649717677_7fvloj.png,2
1935,H:\TFG\data\33\216840111366964012819207061112010267114142457_03-125-119.png,1
1936,E:\TFG\model_src\dataset\3\244450782724807824774939492311842702955_nm5577.png,0
1937,E:\TFG\model_src\dataset\2\195682633997436789549266877232643767659_or07ca.png,2
1938,H:\TFG\data\33\216840111366964012558082906712010076133108097_03-127-069.png,1
1939,E:\TFG\model_src\dataset\3\159276493651273927360544619972115359536_n1d5n7.png,0
1940,E:\TFG\model_src\dataset\2\30118037128196226926682706135757435321_5wc0lb.png,2
1941,H:\TFG\data\33\216840111366964012904401302362010341093623552_03-196-032.png,1
1942,E:\TFG\model_src\dataset\3\241134923495548402319765683491546655106_2fk7e8.png,0
1943,E:\TFG\model_src\dataset\2\259695971523043631758335795732250721941_kpygoi.png,2
1944,H:\TFG\data\34\216840111366964012558082906712010117102150448_03-181-114.png,1
1945,E:\TFG\model_src\dataset\3\267108860874894310470232901873700509366_u6zjwr.png,0
1946,E:\TFG\model_src\dataset\2\166316217883505177973775386616240490204_rlh8bx.png,2
1947,H:\TFG\data\34\216840111366964012558082906712010116135120659_03-181-005.png,1
1948,E:\TFG\model_src\dataset\3\61585058002225161188481309325780932244_7226qn.png,0
1949,E:\TFG\model_src\dataset\2\262283808402420566809124124055616406888_q96ldq.png,2
1950,H:\TFG\data\34\216840111366964012558082906712010004134843727_03-170-107.png,1
1951,E:\TFG\model_src\dataset\3\202169131642188287639539716745688994042_hda2i9.png,0
1952,E:\TFG\model_src\dataset\2\50935472668647225441480733030310017499_oa2rgb.png,2
1953,H:\TFG\data\34\216840111366964012558082906712010050115123256_03-170-019.png,1
1954,E:\TFG\model_src\dataset\3\255474178290399456081769959183399359390_qt9oud.png,0
1955,E:\TFG\model_src\dataset\2\180580381815914462771053327583050579094_fchcmn.png,2
1956,H:\TFG\data\34\216840111366964012558082906712010021124300857_03-120-081.png,1
1957,E:\TFG\model_src\dataset\3\163963177647727443484877375280306784231_obu67w.png,0
1958,E:\TFG\model_src\dataset\2\162900489648625855433297885403909535900_jg8w3e.png,2
1959,H:\TFG\data\34\216840111366964012558082906712010004082738411_03-120-074.png,1
1960,E:\TFG\model_src\dataset\3\191455714665777163074000452006163129288_25cbcx.png,0
1961,E:\TFG\model_src\dataset\2\113733973563878305715227882397824083179_170u77.png,2
1962,H:\TFG\data\34\1275224313319801284741_03-191-089.png,1
1963,E:\TFG\model_src\dataset\3\18100531487568878384355211619824984635_xowy0v.png,0
1964,E:\TFG\model_src\dataset\2\105706689901400022978584098823597131588_c86gdt.png,2
1965,H:\TFG\data\34\216840111366964012819207061112010288092848278_03-187-144.png,1
1966,E:\TFG\model_src\dataset\3\278417379277419636710679661033030698807_74o6n7.png,0
1967,E:\TFG\model_src\dataset\2\303111996616421609283216598461965018603_koeato.png,2
1968,H:\TFG\data\34\216840111366964012819207061112010258131906661_03-187-148.png,1
1969,E:\TFG\model_src\dataset\3\13376276138303998244297397053431249753_lurdow.png,0
1970,E:\TFG\model_src\dataset\2\280754398565849408493687571209669763736_5a5fyp.png,2
1971,H:\TFG\data\34\216840111366964012819207061112010287101337942_03-187-143.png,1
1972,E:\TFG\model_src\dataset\3\186351147502365670571754363360744189485_gkuklj.png,0
1973,E:\TFG\model_src\dataset\2\267308749495499125699975721989541568334_fhpq63.png,2
1974,H:\TFG\data\34\216840111366964012558082906712010007120822719_03-173-146.png,1
1975,E:\TFG\model_src\dataset\3\316450282856342971177221154599747028322_lb1zrq.png,0
1976,E:\TFG\model_src\dataset\2\6680024216335319495891234717261705153_jcy78f.png,2
1977,H:\TFG\data\34\216840111366964012558082906712010043115531218_03-173-102.png,1
1978,E:\TFG\model_src\dataset\3\120310660730952067607248543101389405306_7gxkt0.png,0
1979,E:\TFG\model_src\dataset\2\82305715962891748630856662165331646463_1xrw7a.png,2
1980,H:\TFG\data\34\216840111366964012819207061112010299141513514_03-192-013.png,1
1981,E:\TFG\model_src\dataset\3\265428731432963438603549054304715522971_pno5fm.png,0
1982,E:\TFG\model_src\dataset\2\63172614853970356421367658342922257009_tla37z.png,2
1983,H:\TFG\data\34\216840111366964012558082906712009313144348306_03-192-184.png,1
1984,E:\TFG\model_src\dataset\3\330822558420046512874116918114290063915_2_d6iusc.png,0
1985,E:\TFG\model_src\dataset\2\328763556662647459564895576912692320480_35ntk4.png,2
1986,H:\TFG\data\34\216840111366964012558082906712010068132031042_03-132-030.png,1
1987,E:\TFG\model_src\dataset\3\117163280519229171952360991761472070869_2a3qnw.png,0
1988,E:\TFG\model_src\dataset\2\317486566811618249514072894180233101788_3uyovg.png,2
1989,H:\TFG\data\34\216840111366964012819207061112010267123904466_03-132-100.png,1
1990,E:\TFG\model_src\dataset\3\196089921218158805813336248663195286567_ux4o1n.png,0
1991,E:\TFG\model_src\dataset\2\309020013545649406465177264037326091937_ptfslm.png,2
1992,H:\TFG\data\34\216840111366964012819207061112010271122716863_03-132-120.png,1
1993,E:\TFG\model_src\dataset\3\228064561513447418552628615630826194514_tnak0h.png,0
1994,E:\TFG\model_src\dataset\2\126171279668680155479675902719930235207_kvv4xl.png,2
1995,H:\TFG\data\34\12752243479320241271055_03-185-002.png,1
1996,E:\TFG\model_src\dataset\3\181712594487096864251173363539059700046_2_dn4zzb.png,0
1997,E:\TFG\model_src\dataset\2\294759433200651298351216384962962711687_t65lt2.png,2
1998,H:\TFG\data\34\216840111366964012819207061112010279113053753_03-185-057.png,1
1999,E:\TFG\model_src\dataset\3\328375534418134661174699117097483347074_wir94l.png,0
2000,E:\TFG\model_src\dataset\2\116800373688551388722020223383535285948_jqjzyk.png,2
2001,H:\TFG\data\34\216840111366964012819207061112010274124513325_03-185-063.png,1
2002,E:\TFG\model_src\dataset\3\212042428612277958463094719270344591680_e1dky6.png,0
2003,E:\TFG\model_src\dataset\2\209175767954374992035632865447786131351_za9etf.png,2
2004,H:\TFG\data\34\216840111366964012734950068292010146095441017_03-143-000.png,1
2005,E:\TFG\model_src\dataset\3\142742734967744051471983928683841314649_we70jn.png,0
2006,E:\TFG\model_src\dataset\2\126378950070947915178780215366926122019_kjda8g.png,2
2007,H:\TFG\data\34\216840111366964012768025509942010173095951658_03-129-107.png,1
2008,E:\TFG\model_src\dataset\3\102983307954871648411408088156738480648_ixhjec.png,0
2009,E:\TFG\model_src\dataset\2\42308721701789846114758812723467614388_yt0dec.png,2
2010,H:\TFG\data\34\216840111366964012558082906712010067111825259_03-129-036.png,1
2011,E:\TFG\model_src\dataset\3\191629243188334111008179654270731281232_jkbmi3.png,0
2012,E:\TFG\model_src\dataset\2\283661413139824450733980452938777870731_s05tst.png,2
2013,H:\TFG\data\34\216840111366964012558082906712010117114655761_03-174-171.png,1
2014,E:\TFG\model_src\dataset\3\337890270706758162171578004737231072049_ymjqt1.png,0
2015,E:\TFG\model_src\dataset\2\249902448981331896702719641100096937589_fq9n5i.png,2
2016,H:\TFG\data\34\216840111366964012558082906712010015135015806_03-174-017.png,1
2017,E:\TFG\model_src\dataset\3\236489805800874806020668579220825221975_375uus.png,0
2018,E:\TFG\model_src\dataset\2\186521538964573004725353741369008160574_kuyyv1.png,2
2019,H:\TFG\data\34\216840111366964012558082906712010117083159692_03-174-157.png,1
2020,E:\TFG\model_src\dataset\3\205862105036894293485289951798208589842_vec7t1.png,0
2021,E:\TFG\model_src\dataset\2\180569879086442890732497432449556320873_2_ltevje.png,2
2022,H:\TFG\data\34\216840111366964012558082906712010042144858874_03-174-047.png,1
2023,E:\TFG\model_src\dataset\3\215300702607849611950869597287289721075_i6m6u1.png,0
2024,E:\TFG\model_src\dataset\2\127147576012949014816232771239947593569_i0e85p.png,2
2025,H:\TFG\data\34\216840111366964012558082906712010106121551763_03-174-169.png,1
2026,E:\TFG\model_src\dataset\3\212083185517039571923026756714295214376_6ud4j5.png,0
2027,E:\TFG\model_src\dataset\2\105042371883384651813164053891792212635_qy1pps.png,2
2028,H:\TFG\data\35\216840111366964012558082906712010061093312562_03-158-056.png,1
2029,E:\TFG\model_src\dataset\3\96361058513172698626077825298905702945_v4h5k6.png,0
2030,E:\TFG\model_src\dataset\2\119928349085930884050819740126697521961_b3mwig.png,2
2031,H:\TFG\data\35\216840111366964012558082906712010085123939453_03-158-102.png,1
2032,E:\TFG\model_src\dataset\3\143629815717371328526870862504870267387_2kegub.png,0
2033,E:\TFG\model_src\dataset\2\84947146099796296850801274491558441473_r0z5o6.png,2
2034,H:\TFG\data\35\216840111366964012768025509942010186141809899_03-136-011.png,1
2035,E:\TFG\model_src\dataset\3\253923491500192200857338415974665362955_th4y0u.png,0
2036,E:\TFG\model_src\dataset\2\310801961765869228054791164086753446978_59blnt.png,2
2037,H:\TFG\data\35\216840111366964012558082906712010028094658336_03-122-003.png,1
2038,E:\TFG\model_src\dataset\3\184626349327695122023717772720134095383_2_ltcjae.png,0
2039,E:\TFG\model_src\dataset\2\194307902291794516500518226681552011300_ht2zm0.png,2
2040,H:\TFG\data\35\216840111366964012373310883942009187094838680_03-122-068.png,1
2041,E:\TFG\model_src\dataset\3\184626349327695122023717772720134095383_ql90fq.png,0
2042,E:\TFG\model_src\dataset\2\175728531535684137850427595452615947396_1ayodc.png,2
2043,H:\TFG\data\35\216840111366964012819207061112010264102244428_03-131-074.png,1
2044,E:\TFG\model_src\dataset\3\43052119958269970657429782461745218259_fgwe01.png,0
2045,E:\TFG\model_src\dataset\2\156508461582312351329456559121646412226_tpmkv1.png,2
2046,H:\TFG\data\35\216840111366964012558082906712010070134534063_03-163-170.png,1
2047,E:\TFG\model_src\dataset\3\116462006543693010726385870845031248895_vm9xnf.png,0
2048,E:\TFG\model_src\dataset\2\169031405232941099559512366633198816689_wrt4bw.png,2
2049,H:\TFG\data\35\216840111366964012558082906712010070102506065_03-163-126.png,1
2050,E:\TFG\model_src\dataset\3\272293553505408238574737074057785165035_09djzg.png,0
2051,E:\TFG\model_src\dataset\2\323261621534853356815517326665848631154_861oqr.png,2
2052,H:\TFG\data\35\216840111366964012558082906712010068110307551_03-163-147.png,1
2053,E:\TFG\model_src\dataset\3\116985855267992566411563636291334888439_svtj88.png,0
2054,E:\TFG\model_src\dataset\2\8983495806861680386942638847855296631_c4njd3.png,2
2055,H:\TFG\data\35\216840111366964012558082906712010029145900727_03-166-040.png,1
2056,E:\TFG\model_src\dataset\3\302837005693247248602131542980774573450_iqtief.png,0
2057,E:\TFG\model_src\dataset\2\288048883927907727059108086609227538887_j8vvnt.png,2
2058,H:\TFG\data\35\216840111366964012558082906712010029142526950_03-166-035.png,1
2059,E:\TFG\model_src\dataset\3\279234649720679239093664463651337527278_f9l674.png,0
2060,E:\TFG\model_src\dataset\2\327132883377773660914786590208545041340_jx4p3m.png,2
2061,H:\TFG\data\35\216840111366964012558082906712010049125952219_03-168-130.png,1
2062,E:\TFG\model_src\dataset\3\74172899489765120287943186976762558725_pbtqo6.png,0
2063,E:\TFG\model_src\dataset\2\239549804711624197238286511887299212684_x5wwm3.png,2
2064,H:\TFG\data\35\216840111366964012558082906712010043113811046_03-168-044.png,1
2065,E:\TFG\model_src\dataset\3\272099392425904833354504801639975627002_fz427u.png,0
2066,E:\TFG\model_src\dataset\2\39163005141690869343237773925013428555_8a7del.png,2
2067,H:\TFG\data\35\216840111366964012558082906712010043123927207_03-168-162.png,1
2068,E:\TFG\model_src\dataset\3\194527258559920370790395241249062572577_z7bc5e.png,0
2069,E:\TFG\model_src\dataset\2\68782347254698108002375058399490312692_cknvff.png,2
2070,H:\TFG\data\35\216840111366964012819207061112010291123044760_03-189-022.png,1
2071,E:\TFG\model_src\dataset\3\172806536023258865930914310551887339409_o8d0km.png,0
2072,E:\TFG\model_src\dataset\2\112202140647631039480424634028722780605_hy0e9u.png,2
2073,H:\TFG\data\35\216840111366964012819207061112010300145022475_03-189-122.png,1
2074,E:\TFG\model_src\dataset\3\125248104450692352566706883313515873125_f51lzt.png,0
2075,E:\TFG\model_src\dataset\2\5866362944861765593166805229275068070_7zum0g.png,2
2076,H:\TFG\data\35\216840111366964012734950068292010160143822024_03-189-172.png,1
2077,E:\TFG\model_src\dataset\3\125248104450692352566706883313515873125_f51lzv.png,0
2078,E:\TFG\model_src\dataset\2\5866362944861765593166805229275068070_2_tnxa67.png,2
2079,H:\TFG\data\35\216840111366964012819207061112010266092110629_03-124-188.png,1
2080,E:\TFG\model_src\dataset\3\323664833501657980352593400106046266285_1jdhsm.png,0
2081,E:\TFG\model_src\dataset\2\13255640210998173602327110793970468232_3db4b7.png,2
2082,H:\TFG\data\35\216840111366964012819207061112010256140816727_03-124-126.png,1
2083,E:\TFG\model_src\dataset\3\204584813642940587517679716701820325466_g3338z.png,0
2084,E:\TFG\model_src\dataset\2\285841529214906294984185257472972103334_8js165.png,2
2085,H:\TFG\data\35\216840111366964012558082906712010096125934799_03-176-108.png,1
2086,E:\TFG\model_src\dataset\3\133048750137075006025130444431483621316_rwi1zl.png,0
2087,E:\TFG\model_src\dataset\2\29882685141194109838109327768191333269_si3lle.png,2
2088,H:\TFG\data\35\216840111366964012558082906712010033104924622_03-198-025.png,1
2089,E:\TFG\model_src\dataset\3\75919190916180692387135002293453407264_7ywvwf.png,0
2090,E:\TFG\model_src\dataset\2\23919603399327054258911847376258126642_bbnngs.png,2
2091,H:\TFG\data\35\216840111366964012904401302362010336124431168_03-198-068.png,1
2092,E:\TFG\model_src\dataset\3\339573810690190665931332836072015687346_z5nf2p.png,0
2093,E:\TFG\model_src\dataset\2\202255691036390901545550135363952719429_ruvbpk.png,2
2094,H:\TFG\data\35\216840111366964012904401302362010344100928131_03-198-148.png,1
2095,E:\TFG\model_src\dataset\3\269796511400398159627399778353359075924_fgi491.png,0
2096,E:\TFG\model_src\dataset\2\286262534523926246587390488561520709614_9utg5f.png,2
2097,H:\TFG\data\35\216840111366964012734950068292010131135846318_03-145-107.png,1
2098,E:\TFG\model_src\dataset\3\54148494840665361019204783509716742613_q3hy24.png,0
2099,E:\TFG\model_src\dataset\2\151709583964108291708759190683491837057_18cshu.png,2
2100,H:\TFG\data\35\216840111366964012734950068292010140111624562_03-145-084.png,1
2101,E:\TFG\model_src\dataset\3\315153424390293107900670431632657235158_3o93qr.png,0
2102,E:\TFG\model_src\dataset\2\232323361372026318350155364367912623377_s64te2.png,2
2103,H:\TFG\data\36\216840111366964012558082906712010097113832850_03-145-159.png,1
2104,E:\TFG\model_src\dataset\3\129715816285210935038394628839838459002_rohymt.png,0
2105,E:\TFG\model_src\dataset\2\79391017896295364088486873179242868158_xyaq45.png,2
2106,H:\TFG\data\36\216840111366964012734950068292010144111419049_03-145-005.png,1
2107,E:\TFG\model_src\dataset\3\119281081189742949099477301446169789877_yknbcp.png,0
2108,E:\TFG\model_src\dataset\2\174100205342370508482498739400766904421_9s8z2t.png,2
2109,H:\TFG\data\36\216840111366964012558082906712010049134232106_03-171-142.png,1
2110,E:\TFG\model_src\dataset\3\256822977015504646202223569885384641826_bbnfsq.png,0
2111,E:\TFG\model_src\dataset\2\9552766026418175729331563594557743249_23rfsj.png,2
2112,H:\TFG\data\36\216840111366964012558082906712010048095636741_03-171-070.png,1
2113,E:\TFG\model_src\dataset\3\283122756803805949312188058182713368087_j72bo3.png,0
2114,E:\TFG\model_src\dataset\2\180066335891551268148118002315849619035_vi42rd.png,2
2115,H:\TFG\data\36\216840111366964012819207061112010298124023119_03-184-032.png,1
2116,E:\TFG\model_src\dataset\3\5071291926120227788785094368208443455_jzbhl4.png,0
2117,E:\TFG\model_src\dataset\2\128324925962309066362709683330779948813_atw6yq.png,2
2118,H:\TFG\data\36\216840111366964012819207061112010280133702965_03-184-140.png,1
2119,E:\TFG\model_src\dataset\3\182795118036255602696780640130096658684_sz2zub.png,0
2120,E:\TFG\model_src\dataset\2\272848533907797278401494245811308833367_ecdpr1.png,2
2121,H:\TFG\data\36\12752243479320241271055_03-184-168.png,1
2122,E:\TFG\model_src\dataset\3\124263398300946365622323626115394357981_fhwkft.png,0
2123,E:\TFG\model_src\dataset\2\272525968569876038363079094378484147326_kd7ucv.png,2
2124,H:\TFG\data\36\216840111366964012819207061112010274110728078_03-184-164.png,1
2125,E:\TFG\model_src\dataset\3\54641772324702175798940589203352631589_x9v78g.png,0
2126,E:\TFG\model_src\dataset\2\38039499104603643207138042301832811075_dpi07h.png,2
2127,H:\TFG\data\36\216840111366964012922382741642010349130145516_03-195-004.png,1
2128,E:\TFG\model_src\dataset\3\139238332586254945150580317767842518318_veczav.png,0
2129,E:\TFG\model_src\dataset\2\172935634960854280395805542777505902624_75nqei.png,2
2130,H:\TFG\data\36\216840111366964012922382741642010361094534387_03-195-044.png,1
2131,E:\TFG\model_src\dataset\3\118592877009362411372706409473192006499_1h86fl.png,0
2132,E:\TFG\model_src\dataset\2\302092174030616637705658665623083538018_rv6eng.png,2
2133,H:\TFG\data\36\216840111366964012904401302362010343121152645_03-195-060.png,1
2134,E:\TFG\model_src\dataset\3\2099645910902152415678079525964425046_o8gf1n.png,0
2135,E:\TFG\model_src\dataset\2\249697692153795055974559975568572103644_32s1tg.png,2
2136,H:\TFG\data\36\216840111366964012558082906712009338095547690_03-172-085.png,1
2137,E:\TFG\model_src\dataset\3\201773571801128482445062843178389047081_ik9imq.png,0
2138,E:\TFG\model_src\dataset\2\102062778720258857171467101289046779718_xahj8h.png,2
2139,H:\TFG\data\36\216840111366964012558082906712010050135528582_03-172-034.png,1
2140,E:\TFG\model_src\dataset\3\154063677275959373905860739429067363657_n2em58.png,0
2141,E:\TFG\model_src\dataset\2\67984499696102700967416118678019593218_rolj5d.png,2
2142,H:\TFG\data\36\216840111366964012558082906712010021115824216_03-172-057.png,1
2143,E:\TFG\model_src\dataset\3\225353935336361628621447627196450414740_fve69d.png,0
2144,E:\TFG\model_src\dataset\2\257057325705045133930619956592667846957_2_um2lg1.png,2
2145,H:\TFG\data\36\216840111366964012558082906712010041125205075_03-172-150.png,1
2146,E:\TFG\model_src\dataset\3\209259389550926441729241739796844356144_di8tu7.png,0
2147,E:\TFG\model_src\dataset\2\282333874080047874618440451478871639364_1xiwir.png,2
2148,H:\TFG\data\36\216840111366964012558082906712010039093122289_03-172-122.png,1
2149,E:\TFG\model_src\dataset\3\68824686728255351832953771353986454178_ltrjbj.png,0
2150,E:\TFG\model_src\dataset\2\181870278878407167286588484139030351083_qsmcqq.png,2
2151,H:\TFG\data\36\12752243479320241079003_03-172-047.png,1
2152,E:\TFG\model_src\dataset\3\206141127944889577563558912233096032605_47ll4f.png,0
2153,E:\TFG\model_src\dataset\2\184227074547643958941515947698336309721_2_4o4ld1.png,2
2154,H:\TFG\data\36\216840111366964012558082906712009313133453828_03-165-171.png,1
2155,E:\TFG\model_src\dataset\3\153534928255134079577389091161455481497_ekslgw.png,0
2156,E:\TFG\model_src\dataset\2\184227074547643958941515947698336309721_2_tqn0o4.png,2
2157,H:\TFG\data\36\12752243479320241065779_03-165-094.png,1
2158,E:\TFG\model_src\dataset\3\83081041846504420345619089017516974116_frkqjz.png,0
2159,E:\TFG\model_src\dataset\2\193558076259076034821641357360564078281_aegwl4.png,2
2160,H:\TFG\data\36\216840111366964012734950068292010138122357735_03-147-050.png,1
2161,E:\TFG\model_src\dataset\3\214339086307623640479582201827750704612_7nl1cj.png,0
2162,E:\TFG\model_src\dataset\2\311072061433379548376005062448319471309_nm0a6m.png,2
2163,H:\TFG\data\36\216840111366964012283393834152008339134850792_00-010-133.png,1
2164,E:\TFG\model_src\dataset\3\59933704737760444410962626797927341915_48fi8c.png,0
2165,E:\TFG\model_src\dataset\2\278905818303733278605595507714297618076_begmpl.png,2
2166,H:\TFG\data\36\216840111366964012283393834152009020105500661_00-011-039.png,1
2167,E:\TFG\model_src\dataset\3\337289523607779913253030967395109850117_jvpwuy.png,0
2168,E:\TFG\model_src\dataset\2\21010019239437483178822378443743294784_3_7zk8fd.png,2
2169,H:\TFG\data\36\216840111366964012283393834152009012111810599_00-011-157.png,1
2170,E:\TFG\model_src\dataset\3\210521153275479289423616356825784582824_vgocmn.png,0
2171,E:\TFG\model_src\dataset\2\205130835225338536795235084077901547161_hdakfx.png,2
2172,H:\TFG\data\36\216840111366964012283393834152009013093402145_00-011-193.png,1
2173,E:\TFG\model_src\dataset\3\302302103900405502505923014983215204878_-xahyg.png,0
2174,E:\TFG\model_src\dataset\2\93025053944063654684720447849973326044_p2ccpi.png,2
2175,H:\TFG\data\36\216840111366964012283393834152009013082551776_00-011-104.png,1
2176,E:\TFG\model_src\dataset\3\328440004814687599418659639363107249948_-z3zi9.png,0
2177,E:\TFG\model_src\dataset\2\230536268129880737953774334705242838187_3zulq6.png,2
2178,H:\TFG\data\36\216840111366964012283393834152009009144036090_00-011-129.png,1
